project_id,start_date,end_date,emission_reduction,project_size,successful_projects,total_projects,verification_score,risk_assessment,compliance_score,validated,project_duration,historical_success_rate
73fafd86-8cc4-4dde-9ba8-982ad1aab06a,2023-02-23,2029-04-10,10396.058360600762,small,25,35,76.58515866114473,44.90894350454895,96.45869387415412,1,2238,0.7142857142857143
d5950181-6dcf-4993-affb-eb1a47dff0d1,2020-05-14,2025-04-09,8480.149165249893,large,14,80,92.89559293631078,81.37347137981627,90.5809206252631,1,1791,0.175
62b8eb80-c040-4e60-9175-39224f65e485,2022-07-27,2026-09-09,5828.052891989433,medium,31,17,89.68258523723259,36.229125037673526,75.44031330338244,0,1505,1.0
2501b371-7b2e-4da6-88e5-2540f3ac6b50,2020-11-08,2026-04-30,11911.915445727494,large,34,87,85.57110478101323,45.81420610706916,83.98470918402607,1,1999,0.39080459770114945
2e2cfe4d-a4ec-44ec-b9d2-d36f1b945288,2022-03-23,2025-08-20,9022.294353722296,medium,11,42,63.49493613359454,26.47897429331681,81.36059776481174,1,1246,0.2619047619047619
fe6af039-6284-4b86-8c7b-8f5ae2928b9e,2021-08-24,2027-12-28,11652.814659869211,medium,20,22,91.46104444792029,54.04794101178913,77.24557551805218,1,2317,0.9090909090909091
da79b331-2254-43e4-aca1-e78756c83db9,2020-07-27,2028-05-31,11953.414807456482,medium,11,50,70.59621908667688,73.18950117699991,85.75853529319379,1,2865,0.22
6c5a75df-9989-4873-a0ba-37662a87c95e,2020-08-05,2027-03-08,5669.271193961772,large,48,21,80.48895903466652,60.789850034660034,92.31451036788165,0,2406,1.0
7729ae84-c8eb-4657-b2a6-55fee95561f3,2022-12-01,2025-04-10,9903.68576101458,large,0,98,78.22186102622315,13.021643750883623,87.02214429755438,0,861,0.0
a485cd1c-3a41-4c0a-87d6-fd56276ffd26,2022-02-23,2029-09-06,6898.284548662212,medium,10,46,77.40557541903172,68.70193166515519,75.78045301381357,0,2752,0.21739130434782608
bb624aa3-20ea-43f6-a608-944c6cd36f7b,2021-09-24,2029-10-04,13973.014650745688,medium,24,57,86.3084968775571,40.697611416888826,85.00125840122094,1,2932,0.42105263157894735
77bf3400-8905-4142-a1c4-c1f011e99e68,2020-05-31,2025-10-07,7548.593191598947,large,46,5,87.23735381948633,33.54875874594966,61.68194180946816,1,1955,1.0
3bdea2ed-e742-44ad-8077-888be3125b43,2021-04-18,2029-11-26,7672.1039145945715,large,8,52,56.4937554930243,65.34412813421974,87.35659587706645,1,3144,0.15384615384615385
aaa36077-d9cd-46f9-a508-233a9382fd8c,2021-01-22,2028-10-02,8976.493992761221,medium,38,31,58.314012835600415,56.09532583791036,73.41245411625862,1,2810,1.0
32a4d051-b7c7-48b8-8cd6-eaa32a417745,2023-02-21,2027-11-07,13522.633073067873,small,42,33,66.75962573265286,54.45047077603128,81.04979134881577,0,1720,1.0
73fb17fa-23fc-434d-a35f-35386bba8927,2020-05-22,2029-09-19,11386.427182397858,small,26,47,83.6174431866068,55.79420423711485,81.84610819431359,1,3407,0.5531914893617021
80f1a2a5-d8e8-4a9d-a240-25995e0f9d87,2021-12-23,2029-02-12,8597.60989801722,large,28,3,78.60398785661195,60.8634423624887,86.74961858381126,0,2608,1.0
85d3910c-e93f-4bf8-a27d-2ff4c0eebe70,2020-06-24,2028-02-01,15083.496528604377,small,49,53,59.35225750817702,74.12126305361076,68.36111701320608,1,2778,0.9245283018867925
fdbd42d8-c72a-42d0-8e03-6e62c2e5f109,2024-07-23,2029-05-03,10590.404857682068,small,26,83,93.34130789376127,50.73196359512975,82.90355609384302,1,1745,0.3132530120481928
adecf689-9753-4af2-8bf9-e6263f1f1ece,2024-04-17,2029-10-12,11345.314662852981,small,27,56,82.99351576745508,62.00275570826994,73.99145915185079,1,2004,0.48214285714285715
90bcf59d-393c-47b3-bbed-022b217c0c81,2022-12-05,2028-06-19,12028.399842582734,medium,38,18,81.55773879722182,61.23226692390142,67.73356217164175,1,2023,1.0
aa4e1c62-4536-4010-9910-48b1d929a37c,2020-11-19,2028-12-24,16765.614570845868,medium,17,28,74.72269181016023,89.6242123537159,75.61096062101394,0,2957,0.6071428571428571
0656987f-5de7-46b9-b9e5-de00f92a10a8,2023-09-11,2025-12-14,13385.914391176912,small,14,15,58.364036354855465,35.592486377849326,84.2707872550859,0,825,0.9333333333333333
cbcf95eb-1a2b-4e6d-a017-c04533028c4e,2023-05-01,2026-02-24,7690.774137531688,small,15,50,77.1375777552869,74.53293412238675,72.75136984801165,1,1030,0.3
466d0208-8034-4680-a917-0b67c9a1ae79,2024-09-12,2029-10-25,12833.275843774249,medium,46,33,76.07421019146713,48.620768955624236,76.537331512628,0,1869,1.0
bfedeefc-1bc2-4548-b4ce-50e0b4979d86,2024-03-30,2026-02-22,9242.409393284397,large,22,28,73.39100599356125,95.65454244149923,64.53631607220144,0,694,0.7857142857142857
ccfafb14-229a-428f-8c8a-ad7bfd39462b,2020-10-31,2028-06-01,12889.92425009584,small,29,46,67.0567340887327,48.89547996546688,98.82697229134278,0,2770,0.6304347826086957
0f44b0af-5f74-4497-991a-8ca123d2f9bc,2024-02-01,2026-06-14,6913.669437791789,small,35,72,68.58351017081684,62.68720116388894,75.83394084886332,0,864,0.4861111111111111
85f84530-5f00-4a55-ad7f-7adc78ea2daa,2024-01-05,2025-02-16,10874.613819674438,medium,34,94,83.16620587210105,49.07913754613535,74.4155520360192,1,408,0.3617021276595745
6eac8bd7-49cc-4c8b-9977-ed01b1a3f6b6,2024-05-31,2028-07-19,9465.633145159294,large,27,1,70.6275804530056,45.667157397809326,82.2158498306859,1,1510,1.0
7ae99ef3-c0ec-4ce6-9435-dea1822c1565,2024-12-25,2029-08-04,9953.425596805439,medium,45,71,65.97235217477552,29.31445897167051,90.06739957145508,0,1683,0.6338028169014085
bd691be8-be50-4781-966b-c0460d72b47f,2022-02-08,2025-07-06,10843.162899953635,medium,2,55,80.31962771870917,46.94112181088234,100.0,1,1244,0.03636363636363636
9b5539d1-4796-4fc3-8f5b-84055c29f40b,2024-12-04,2026-04-22,5811.901838563561,large,15,58,75.49512613408696,45.479191696356494,67.50370078522712,1,504,0.25862068965517243
e4c68b23-697c-4354-82ac-69cb320538f0,2022-09-16,2029-03-10,10414.921296710694,small,14,78,90.7734186879383,45.83417702199238,83.76219128471546,0,2367,0.1794871794871795
4e3b39ee-0734-4ba2-af80-529ebda38cf8,2022-04-01,2029-06-10,13821.87075316599,small,18,21,72.52548648308088,41.07961989604102,68.33745295442529,1,2627,0.8571428571428571
a8d45873-3040-46f5-907b-2410f2f51250,2024-03-07,2026-08-18,9317.414078983546,medium,9,56,78.58086471137136,56.95711157141989,78.07555877569852,0,894,0.16071428571428573
a3cfe505-a45b-44a9-bf9b-cbdcf4f50695,2020-12-14,2030-01-15,10003.7807133908,large,48,70,62.64352328316331,48.65634978686426,60.70057854655631,1,3319,0.6857142857142857
28afd280-c98f-4ae9-a289-5b84f2e6b84c,2024-05-10,2029-09-03,10529.173844660869,medium,3,17,77.27149583622166,60.96918045134682,70.67424613896117,1,1942,0.17647058823529413
824b5045-e573-4049-a37b-c18e872c776c,2023-06-22,2029-04-02,10726.773130823909,large,21,78,83.10481902782412,60.102718455181254,63.11376432078149,1,2111,0.2692307692307692
9cb6671b-f23e-410b-b40b-b4dcda5a0369,2024-07-05,2026-04-17,8011.923498665386,medium,17,7,54.14255037116234,52.21313083945912,92.98099346693247,1,651,1.0
64332a98-d498-43b8-913e-b06187a5f064,2020-06-12,2026-10-10,7848.35437400953,medium,21,79,74.18519554669315,72.24190192872396,98.41518738765538,0,2311,0.26582278481012656
8c0c89f3-1abd-41c9-a045-51fc1926db3a,2023-05-11,2026-02-23,7093.508739382343,small,41,72,68.21946892341337,41.960835355215146,79.36088726402876,1,1019,0.5694444444444444
60891fc7-7d44-4b54-b4ca-495330c6372b,2022-08-08,2027-09-26,11128.200038834184,small,15,60,76.36148694910268,45.068493003583875,86.93201296919366,1,1875,0.25
dd84cfd2-c2be-45a6-89dd-2830c5d092c6,2023-07-13,2028-10-01,11899.819092318043,medium,2,48,78.51854458563768,56.25192136340906,84.60342487245325,1,1907,0.041666666666666664
394b55ec-4043-4025-b0b6-d47af113df5f,2022-07-20,2028-09-20,11082.262345579653,small,43,10,73.8877849306945,60.565534583507805,78.709610875662,0,2254,1.0
57b241aa-65b6-482c-b016-c8ea109dd04e,2022-02-02,2028-05-30,9538.877276328545,small,34,93,87.27491353305231,68.22887699380516,96.00080551370908,0,2309,0.3655913978494624
4461fc56-9d1a-47dd-aec7-0d65338fb3b5,2021-09-30,2027-12-07,10301.558189216994,large,40,41,58.36088296814092,47.89468837312616,96.85752168330389,1,2259,0.975609756097561
7174d970-fa4c-4f7a-9642-454a50476a04,2021-08-20,2027-12-16,12931.03229252263,large,38,19,82.56172323629389,39.35771124776725,92.15379865741855,1,2309,1.0
a90bce98-b056-4b39-9481-6861b542e87d,2020-06-05,2027-10-14,9488.295205739578,small,15,62,96.47341765075758,39.85718605865456,100.0,0,2687,0.24193548387096775
88592817-068d-42e2-8629-9805ff0e01aa,2024-12-13,2026-10-10,9157.419228708148,medium,20,66,73.5493989241072,60.620448698922196,89.89235568407278,0,666,0.30303030303030304
673e9c78-e6da-4b52-b87c-1be89f66c18b,2022-12-12,2029-05-29,12852.467463588788,small,20,8,71.33104912882901,52.0839481457468,93.8896827595947,1,2360,1.0
877befd1-2212-464e-aaa3-8bb11892a030,2022-04-01,2026-06-29,10789.319864846258,small,0,30,78.34311009094533,71.20613597102155,91.75521634440852,1,1550,0.0
b574bf27-b694-4510-8744-af0ffb5613fc,2024-03-04,2026-05-13,11694.158561279068,medium,29,36,77.9346395293958,59.47052608596202,93.56489721116593,0,800,0.8055555555555556
66616096-7d36-4cd8-9904-af4f992b507f,2022-04-27,2025-06-07,11883.939304054526,medium,46,50,62.68597885764937,40.842811132292795,96.46792941482653,1,1137,0.92
9915ac95-e7c0-470d-a60e-d8eab8ada09f,2021-12-26,2028-12-21,9925.607312042113,small,33,82,90.10381980517178,44.78652630802997,78.39209048332522,1,2552,0.4024390243902439
9f9f4f9b-debf-465b-953f-0b813d22cf0f,2021-06-02,2029-11-06,9954.43375754303,small,47,2,100.0,32.2372580765067,59.58621279151125,1,3079,1.0
41b0308c-3370-4c01-9ec8-9ac0adf2a788,2022-06-07,2026-03-19,7206.0873321960125,small,38,5,93.04669877211421,44.67267277267882,100.0,1,1381,1.0
ddc031a9-57c7-4442-a882-c5a2e35979c7,2022-03-25,2027-09-08,7918.285377925166,large,45,46,83.77419859595396,29.51796310200618,77.78153587328593,0,1993,0.9782608695652174
bd71a76c-982d-4256-80d3-37b8350fec7f,2021-08-12,2028-04-02,10181.029704263601,medium,22,77,86.08561161567657,31.54961216929445,80.15353239543509,1,2425,0.2857142857142857
fa154777-fce9-44a5-b2f9-10e2faa90a31,2024-10-27,2029-07-22,6519.332459894726,small,33,40,84.35581123022426,75.67877368228386,68.39728194963912,1,1729,0.825
e9de7b4e-8e00-4717-ae3a-9c696f087889,2022-10-15,2029-01-20,8534.59353806982,small,29,57,74.33670759715307,43.37102662660816,80.11731104482152,1,2289,0.5087719298245614
25414676-f7a8-489b-81e7-cddf4cc4311f,2024-01-28,2029-05-14,9116.209656355404,medium,49,11,60.45089875844094,50.988720574516904,89.77565154603337,1,1933,1.0
5dfb19d7-c82f-443b-8cce-4c3630c59715,2023-05-27,2026-04-15,8096.155867080843,medium,32,72,90.68849781700072,68.11285285015185,88.35575039212962,0,1054,0.4444444444444444
535f96ee-86e6-4869-8e19-25f0c022b77a,2022-01-16,2028-10-24,12954.437672451644,large,15,38,60.84320769280368,50.542869635224946,90.01866864710891,1,2473,0.39473684210526316
d8fadcd7-3d17-42e8-84b5-3e02c57323a9,2021-04-12,2026-06-29,11296.953298773637,small,40,17,71.00424624751993,33.918989554748116,76.10751102497413,1,1904,1.0
432ff237-6542-4531-9d95-3bacac7c9968,2022-08-01,2026-01-25,11367.793829063885,large,29,75,83.91777717023355,86.90531679920002,74.86212534661682,1,1273,0.38666666666666666
b6f2b44d-d675-416e-8c84-88c9e92c1a5b,2022-05-12,2025-03-12,7761.505960971566,small,2,26,70.68222125083318,41.40584027877105,87.9251941902955,0,1035,0.07692307692307693
48c5fb4a-71ca-49f7-b764-508011e1278e,2020-09-03,2027-07-04,11017.07099969483,small,44,39,90.37836088925044,55.8476621604668,80.1103593226674,1,2495,1.0
e63eeaae-523a-4ef1-8365-32d676a77fc6,2022-02-01,2028-12-17,8822.987469944423,small,1,98,76.91344269354197,49.2259994139374,81.03919555471583,1,2511,0.01020408163265306
ba5e4e87-202d-4a32-9ed9-b382dd5ba07c,2024-01-27,2025-08-19,7140.103281766214,medium,25,67,60.93650279944772,52.15909931965919,100.0,1,570,0.373134328358209
fc90460e-a3c7-43ef-98c2-8d57730fa6df,2021-06-08,2027-12-30,13675.148212023205,large,17,25,76.765128193031,69.79308353382413,76.08553086018712,1,2396,0.68
114a7d94-49e8-47f2-b949-48acb7a97f86,2021-07-25,2025-03-17,11864.985182112556,medium,1,88,64.835037146806,46.914849388221306,77.65713526708292,0,1331,0.011363636363636364
3bf03fb9-1440-40eb-a6d7-4a1ab1005703,2021-07-24,2025-06-05,9660.778059427996,medium,39,87,61.80160024965578,45.02446333006278,77.43182956902616,1,1412,0.4482758620689655
c2af01fa-cd14-45d0-a7a1-d92ab8255a4f,2024-11-01,2028-11-26,12467.159972131194,small,2,30,85.3539030993048,61.488174788755074,82.66164054504141,1,1486,0.06666666666666667
6b80a606-e4fa-4fe7-8d82-88d471539484,2020-05-22,2027-02-25,11010.846942138225,small,16,46,81.59478156453322,54.00303122786716,61.73593395227798,1,2470,0.34782608695652173
e51ac6b5-effc-4aac-9123-e66825c152f0,2022-09-14,2025-12-20,7514.8998496948725,medium,23,41,85.75781284706194,63.944497476034385,86.2375921489082,1,1193,0.5609756097560976
343ae015-4757-4c4a-9906-2333a9453959,2021-08-03,2029-12-15,7894.055219659009,medium,1,91,76.86779844848384,57.320703051444696,87.96702754158235,0,3056,0.01098901098901099
e92de8ed-c7e0-4b72-959e-90ee6dd66fd6,2022-08-13,2026-06-12,9117.956934355512,medium,5,50,63.61300625534079,42.239138926437946,54.16597085218977,1,1399,0.1
c9e26889-f5c6-439c-bb77-8278d92f3381,2022-11-24,2027-05-30,8598.73421905024,small,39,44,80.05370152632054,46.83873961519601,82.77550424357855,1,1648,0.8863636363636364
00ce0342-6bf5-44ec-8322-9761c029286b,2021-03-20,2028-11-29,15750.475428165159,small,25,10,73.6512675732118,50.35823581857211,96.67675105912593,1,2811,1.0
d040c97b-1427-4c4b-9b0c-7981e9ef402d,2023-07-28,2028-03-17,9649.047315741213,small,48,73,79.73125539356599,56.00780534806079,86.61058385853511,0,1694,0.6575342465753424
ea9321ba-7ad5-4e5a-8cf2-71bc34f58117,2024-06-19,2026-02-13,9360.959756366696,large,5,2,68.53178994139108,55.19681731647407,81.22959656754274,1,604,1.0
49a1263e-cf9b-4261-b51d-6fb1cd9f1984,2023-10-24,2026-11-18,12022.154034987016,medium,11,21,76.97921996446837,69.47546060608927,79.1657840492825,0,1121,0.5238095238095238
aa64db76-ebe4-47bd-86e0-935649962a23,2024-04-13,2029-05-01,6440.184297260568,small,20,75,65.21419062591448,49.829465371664966,95.7031452227437,1,1844,0.26666666666666666
b88152b4-3571-4866-af27-b8405d591a82,2023-03-30,2027-11-03,8305.239883246566,small,15,74,79.86031086573352,53.578291448192864,100.0,0,1679,0.20270270270270271
82d8ada3-a830-4ff1-9554-5c302c8ee591,2023-07-17,2026-06-03,9942.469126121367,small,5,25,60.41112557520209,44.37176917774984,70.77152122458462,0,1052,0.2
aad96d31-92c7-4e1d-a17f-71df4b2392aa,2021-05-12,2026-05-16,9959.558172022462,small,33,69,76.81618796809542,53.91948864100692,72.87298223268628,1,1830,0.4782608695652174
53f635d5-e9a0-474d-92f8-d10e5cb5ad7c,2022-11-16,2026-08-06,11703.189676773989,medium,2,22,71.45862225888082,35.10563280144602,76.45101353044178,0,1359,0.09090909090909091
7c5298f4-d8bb-4925-8b56-dca90edb94aa,2021-06-09,2027-10-12,8779.258670060031,large,40,69,70.88011118653235,30.43213657567355,72.73683278212991,1,2316,0.5797101449275363
65486b98-5602-4d5a-b909-818eecc5e1de,2021-04-21,2025-10-24,9547.103633112012,medium,18,73,67.02547746663862,45.10286761387572,92.96464131913669,1,1647,0.2465753424657534
fe0e1a85-cdf5-4b78-a0ac-fd80b6af4319,2022-04-24,2026-07-14,11603.12338288512,small,28,11,88.87151796576292,75.63525962457746,82.04715703248307,1,1542,1.0
d9431112-1ffd-4762-8f50-65fa45630e0a,2020-02-12,2028-04-27,10910.055868326164,medium,31,44,68.66558084773285,43.762760876283615,81.4139815576909,0,2997,0.7045454545454546
ed76f0b0-1f94-4c17-a329-a260ba8cdc23,2024-11-02,2029-07-05,9392.968437288844,medium,9,5,65.1048674051242,52.24063066238243,100.0,1,1706,1.0
b0b7aad5-9a05-4519-b3dd-3876c7f0c633,2020-08-23,2028-04-03,9605.778602886345,small,26,6,62.02286418168067,49.10362723056616,85.50241235920014,1,2780,1.0
ec7694e0-1aa8-45bd-9979-eb123deb5e60,2023-06-28,2029-04-08,7616.963305346319,large,28,97,77.99341350198374,38.097806174333556,83.51693675448341,1,2111,0.28865979381443296
bef7f1de-9e18-415d-9e33-059d1a0abc61,2024-07-30,2027-12-30,9929.34928288477,large,12,16,82.32132479358589,42.127220491827416,65.32582706274756,1,1248,0.75
9682b1be-641c-4eef-8382-9936ff025a04,2023-10-29,2029-04-13,9657.362005848057,small,19,46,82.7445345958116,53.41797851016653,99.36666537096316,0,1993,0.41304347826086957
bdc8359d-1dee-4685-b230-0c464aee8c94,2021-10-08,2025-06-05,14987.633447779632,medium,27,24,81.07995519762491,38.5954848493098,80.13625290847962,1,1336,1.0
4c9ee777-1cb6-400d-8bd8-6f4a93f6d535,2021-01-26,2030-01-04,9700.2349367032,medium,26,14,86.97830078916382,35.18700260452464,56.247102815102814,1,3265,1.0
f888c1a7-671e-4bee-93d7-d028a713f3e6,2023-03-25,2025-03-01,7778.83422644424,medium,12,24,76.77386471665064,37.92636888429827,75.41484609698514,1,707,0.5
38682166-ea3c-42d4-ae1c-a66f9e877e65,2021-03-10,2025-11-05,11151.677849336682,small,24,76,61.094217823276594,40.90838525765706,62.223649736573435,0,1701,0.3157894736842105
6c8e066f-b5da-459e-b0e3-5fd17318aa41,2020-07-11,2025-03-17,11465.327046041606,small,28,23,66.57622735713211,33.539808868286116,91.51431783452368,1,1710,1.0
028cb7bf-9a85-4a1a-b8a6-7324c7a29f04,2022-09-27,2026-06-05,13444.186215629667,small,14,39,62.87495735581398,62.08331204776987,84.00609700726045,1,1347,0.358974358974359
2d054a3c-3d97-4c82-b43f-b10bebc99473,2022-10-17,2025-05-24,10437.493429233826,medium,44,6,88.73931974092042,76.09881286477781,49.35479163335107,0,950,1.0
cd53e32a-7f58-42d6-ac83-20d9bd305b70,2024-12-10,2025-12-21,6459.795482810156,small,44,21,82.30016704437553,36.94327937322519,70.3174466694094,1,376,1.0
3b4f7c55-69d5-4403-a25a-3fb03d413470,2021-06-12,2029-05-23,12260.433399160496,medium,29,73,50.08211154249202,66.31759273309791,84.40427410207866,1,2902,0.3972602739726027
a8364b89-86d6-4106-9998-15ba96dcc056,2021-09-02,2027-01-29,6855.244568893153,medium,37,46,75.29661594785372,61.26994277267842,77.9519301610203,0,1975,0.8043478260869565
d642cc5f-a584-4122-b83e-cee082ec5620,2021-05-14,2027-07-07,8554.804483817605,small,31,41,80.0437722949959,56.265166373212175,83.16464467101079,1,2245,0.7560975609756098
0f67b98e-0919-4e46-b683-090d30b25c8d,2021-01-26,2028-04-28,9854.154777634938,medium,49,59,65.11437478446597,57.02774284451497,97.8320551225323,0,2649,0.8305084745762712
1ccac1eb-9bac-4896-afed-79ab418f1584,2024-01-05,2028-11-24,10327.081592180824,small,6,69,72.7655012743046,65.93801187772802,68.90581675018892,1,1785,0.08695652173913043
bf48c343-b0f8-48d4-b901-39b49d1d5fe3,2023-01-26,2025-05-16,8848.29251210651,small,34,42,66.02790241048395,23.51863074044298,58.06676797116812,1,841,0.8095238095238095
640bd36b-94ab-4f71-9302-4e96dfc13dd1,2020-02-23,2027-07-03,7399.013538548589,small,32,95,68.03377449116037,49.20520369051736,73.35232304242912,1,2687,0.3368421052631579
c3d16b28-11f3-4043-b54b-1a1934ce1366,2020-03-16,2026-03-02,7674.860808222536,large,11,59,69.69809965719453,34.82271751795922,62.000646191770194,0,2177,0.1864406779661017
d5668ea6-9caa-4fbc-90c4-e2a32de139d4,2020-03-20,2030-01-04,11219.290462697809,medium,22,35,99.15224856899333,47.88560210423838,80.91845650538069,1,3577,0.6285714285714286
0bdd73fd-fbd6-46c6-b773-4b70106466a1,2024-01-22,2026-05-18,9084.786724038364,small,4,41,63.770513648260454,49.03209426394363,73.42917709191097,0,847,0.0975609756097561
cd9be30b-b823-426c-aabd-4ffc1c95e32b,2021-02-20,2028-07-27,8039.321074707096,large,42,67,70.25426989012053,36.27444788206321,62.12998164684624,0,2714,0.6268656716417911
036b72ac-47ee-4e9d-a2ab-4a32468365d6,2021-08-18,2026-04-07,11758.352715835765,medium,43,83,61.98508326100221,76.80269123290556,96.37094128325113,1,1693,0.5180722891566265
d0eda4d2-c5b5-4895-867f-976952071e80,2023-09-03,2029-11-18,12635.055764878034,small,30,83,53.39185280217024,62.57687317488216,64.13273735135152,1,2268,0.3614457831325301
4f8120f3-0146-4d93-bf39-b09e56a57235,2020-12-30,2029-09-29,10834.100889818068,small,15,65,74.62952521396247,27.620714237807586,59.50310353283668,1,3195,0.23076923076923078
f56181f6-46de-4aa5-a652-bc5bb1cd7e9e,2020-04-12,2030-01-19,9790.54979134776,small,32,86,90.7545744156997,66.1546353003371,89.71043860229028,1,3569,0.37209302325581395
f9ce4886-e386-4c67-9c55-c340abf42feb,2023-12-30,2029-05-05,5469.1161151857405,medium,49,19,79.65324476965993,47.00535194027433,74.09669735752838,1,1953,1.0
01b9c4ec-19f1-42be-ad60-24e8d4bb0029,2023-02-12,2025-04-20,7322.049891754099,medium,0,90,67.62533545534826,30.119089994030958,71.38323170879798,0,798,0.0
1eb571ba-6520-4b77-a857-89837f66de71,2022-01-25,2025-11-10,13081.017115530602,small,21,79,86.14109232234374,74.34580130880344,89.1333675721061,0,1385,0.26582278481012656
2ae82161-4009-425a-916d-0281546c999f,2020-05-04,2028-11-15,11765.488952523889,small,27,19,70.50420491668575,51.34721062422047,87.31372441935731,1,3117,1.0
f38eeb1e-9597-45b9-ad3b-7469ed9bb4f7,2020-03-05,2025-11-10,8700.44298380522,small,4,25,65.42783137174764,76.0310186121584,62.11900349748081,0,2076,0.16
dd82738b-ece5-4da3-b570-ee73e7e9b723,2020-11-22,2028-08-30,8387.170437384368,small,3,39,49.866749012130725,43.83241770586792,99.87776030601822,0,2838,0.07692307692307693
a2c86028-da92-4aba-89c1-4efcf88d5927,2022-04-05,2029-12-03,9561.782046282391,medium,0,95,66.25950360151606,41.394329550026235,92.78403131070064,1,2799,0.0
fa98c05f-d109-42b9-80b5-fe6d0ac12375,2024-07-26,2028-08-08,9963.735970389658,small,14,94,98.48920167785847,47.87924616494653,89.61666752463796,0,1474,0.14893617021276595
a3f14c9e-1b7e-4426-b963-2ee0de7793a9,2020-02-24,2026-07-10,12818.949808704363,medium,36,33,64.06036543633968,78.7203221794871,83.87327952477114,1,2328,1.0
02726b79-be59-48c5-9f9a-4dd70ffea546,2021-06-09,2026-08-17,10632.130092374755,large,38,80,65.14886109435551,43.30164078450899,90.77959286386891,1,1895,0.475
2ae50301-0fd1-4b1a-876c-5591a13c9583,2022-12-07,2027-03-02,12008.238474357802,small,48,40,77.7689014578892,54.09091687965137,71.32477962573167,1,1546,1.0
7647e9ab-5070-47c6-9166-588c2dc17224,2021-09-10,2025-11-13,10507.848447513017,small,37,12,63.117959186979064,79.98819126365215,85.06860913160997,0,1525,1.0
58b68157-4ddc-42f8-b1b0-a6c7c5fb8ad5,2024-08-01,2027-08-26,10070.72208936453,small,44,92,76.47052792860019,49.466443658066666,67.10439279823859,1,1120,0.4782608695652174
f10d5a4d-c3be-4b52-8f6c-7e3cc6d6f1f9,2024-11-03,2028-04-26,10129.63557419193,small,23,30,68.1082658428031,66.04395345362583,77.22083493836023,0,1270,0.7666666666666667
af061a08-4625-4cb7-ae2e-c1e38b9c4318,2021-01-11,2025-10-08,12795.880024029722,medium,22,70,63.047297662218845,32.49589953330753,57.044806739580444,1,1731,0.3142857142857143
940af958-52f0-446e-a6e5-2f4b0af5aaba,2020-09-10,2027-05-29,8545.880481197904,medium,46,42,70.30431587633088,24.220328378787226,53.99042273342902,1,2452,1.0
d8e421a5-ffac-43ac-b90d-2bbef4b8fe88,2022-06-19,2025-06-28,15392.152191974536,small,6,14,74.90846040440915,35.813608090536626,89.20140097465037,1,1105,0.42857142857142855
dd3be8e8-a7b6-4873-81dc-91417be4009d,2021-02-11,2029-03-05,6119.686021723115,small,30,5,89.69585024714841,65.29033682274311,71.17746877605138,1,2944,1.0
4179e171-95ff-467e-8b0d-a7046d82561b,2021-06-14,2030-02-04,11760.34607671288,small,6,36,71.936382257317,34.23676083855502,76.71891574749296,1,3157,0.16666666666666666
8b5ca336-8c89-46ee-b165-1a8d88fe468b,2020-08-20,2028-12-31,7067.055315884683,small,12,59,94.91239001818656,79.69528186999072,81.17378430224274,1,3055,0.2033898305084746
4fe61b59-ce9e-4e8e-a539-d7d1dd7ee839,2024-05-05,2028-03-14,6896.544405394983,medium,3,57,59.96308411849182,28.06118027882609,90.21197127050272,1,1409,0.05263157894736842
f1f739b0-b867-4bf8-9a0c-1487b512461d,2022-06-23,2029-07-28,9995.535912147789,small,17,87,76.38290941831553,56.952922176135395,92.35635449017649,1,2592,0.19540229885057472
82d1baaf-9def-463a-8f59-8a775b53d756,2020-12-21,2026-09-13,8864.3713409001,medium,39,60,61.09964549358256,53.424601112163685,70.81151419234725,0,2092,0.65
97749307-0bab-4c12-8e4b-b86106d9d533,2023-06-14,2027-01-18,14164.20506765226,medium,18,96,76.20203098024716,27.59349703641911,95.9563907972517,0,1314,0.1875
95bd0a4d-8b96-4467-9653-03610a66ef65,2023-02-04,2027-01-29,9831.959303527492,small,15,95,72.48175921343744,41.36081412039912,84.09213313728817,0,1455,0.15789473684210525
503e4c84-a934-4190-a727-78b7db0d509f,2021-09-15,2026-03-20,7540.375054186007,medium,17,78,82.91967703345267,46.79237366661617,92.88731010620269,1,1647,0.21794871794871795
e04e541c-f29e-44fa-b572-a5859c9acb4c,2025-01-25,2029-03-27,8849.259166087766,large,15,96,71.68600918398126,40.37235512318407,82.78133452123042,1,1522,0.15625
0db8f0e6-2f8b-4bfa-ab16-c1a1ca5d42e0,2022-05-07,2027-06-04,5185.582208752411,small,47,63,70.91491417186289,27.20483637046948,72.55824824750023,1,1854,0.746031746031746
dbf29e57-75ee-451b-9f9e-a2c73cdac52b,2024-02-26,2028-09-13,7553.94452028415,small,30,49,94.45681170985951,67.44308696291584,62.35328645169806,1,1661,0.6122448979591837
5a11178c-5907-403e-8d68-67cd99e17dbd,2023-03-31,2027-01-22,10209.965186759471,small,24,91,85.2306128764477,27.18519420041465,66.59817662713371,0,1393,0.26373626373626374
7313a00b-871a-4ee7-9111-7beccf899b17,2022-03-30,2028-11-28,11458.677164822075,medium,1,65,81.81108303028081,33.52266548006814,76.93131311319969,1,2435,0.015384615384615385
5e9f3e0f-563b-41d7-85e2-a7b8de3931d7,2022-01-17,2027-06-10,11779.297039356603,small,45,52,59.15824835683336,40.81933712821328,75.5885620400451,1,1970,0.8653846153846154
